rule_id,staging_system,edition,site,stage_grouping_scope,histology,T,N,M,uicc_stage,source_file,source_pages,source_table,notes
UICC7-0205,UICC TNM,7,Skin melanoma,pathological,all,T1b,N3,M1c,IV,uicc/UICC_7th edition.pdf,175,Stage grouping,UICC7 melanoma stage grouping is based on pT and pathological nodal categories.
UICC7-0205,UICC TNM,7,Skin melanoma,pathological,all,T2a,N3,M1c,IV,uicc/UICC_7th edition.pdf,175,Stage grouping,UICC7 melanoma stage grouping is based on pT and pathological nodal categories.
UICC7-0205,UICC TNM,7,Skin melanoma,pathological,all,T2b,N3,M1c,IV,uicc/UICC_7th edition.pdf,175,Stage grouping,UICC7 melanoma stage grouping is based on pT and pathological nodal categories.
UICC7-0205,UICC TNM,7,Skin melanoma,pathological,all,T3a,N3,M1c,IV,uicc/UICC_7th edition.pdf,175,Stage grouping,UICC7 melanoma stage grouping is based on pT and pathological nodal categories.
UICC7-0205,UICC TNM,7,Skin melanoma,pathological,all,T3b,N3,M1c,IV,uicc/UICC_7th edition.pdf,175,Stage grouping,UICC7 melanoma stage grouping is based on pT and pathological nodal categories.
UICC7-0205,UICC TNM,7,Skin melanoma,pathological,all,T4a,N3,M1c,IV,uicc/UICC_7th edition.pdf,175,Stage grouping,UICC7 melanoma stage grouping is based on pT and pathological nodal categories.
UICC7-0205,UICC TNM,7,Skin melanoma,pathological,all,T4b,N3,M1c,IV,uicc/UICC_7th edition.pdf,175,Stage grouping,UICC7 melanoma stage grouping is based on pT and pathological nodal categories.
UICC7-0205,UICC TNM,7,Skin melanoma,pathological,all,Tis,N3,M1c,IV,uicc/UICC_7th edition.pdf,175,Stage grouping,UICC7 melanoma stage grouping is based on pT and pathological nodal categories.
UICC7-0318,UICC TNM,7,Urinary bladder,both,carcinoma,T1,N0,M0,I,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0319,UICC TNM,7,Urinary bladder,both,carcinoma,T2,N0,M0,II,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0319,UICC TNM,7,Urinary bladder,both,carcinoma,T2a,N0,M0,II,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0319,UICC TNM,7,Urinary bladder,both,carcinoma,T2b,N0,M0,II,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0320,UICC TNM,7,Urinary bladder,both,carcinoma,T3,N0,M0,III,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0320,UICC TNM,7,Urinary bladder,both,carcinoma,T3a,N0,M0,III,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0320,UICC TNM,7,Urinary bladder,both,carcinoma,T3b,N0,M0,III,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0320,UICC TNM,7,Urinary bladder,both,carcinoma,T4a,N0,M0,III,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0321,UICC TNM,7,Urinary bladder,both,carcinoma,T4b,N0,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0316,UICC TNM,7,Urinary bladder,both,carcinoma,Ta,N0,M0,0a,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0317,UICC TNM,7,Urinary bladder,both,carcinoma,Tis,N0,M0,0is,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T1,N1,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T2,N1,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T2a,N1,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T2b,N1,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T3,N1,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T3a,N1,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T3b,N1,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T4,N1,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T4a,N1,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T4b,N1,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,Ta,N1,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,Tis,N1,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T1,N2,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T2,N2,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T2a,N2,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T2b,N2,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T3,N2,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T3a,N2,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T3b,N2,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T4,N2,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T4a,N2,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T4b,N2,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,Ta,N2,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,Tis,N2,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T1,N3,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T2,N3,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T2a,N3,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T2b,N3,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T3,N3,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T3a,N3,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T3b,N3,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T4,N3,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T4a,N3,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,T4b,N3,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,Ta,N3,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0322,UICC TNM,7,Urinary bladder,both,carcinoma,Tis,N3,M0,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T1,N0,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2,N0,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2a,N0,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2b,N0,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3,N0,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3a,N0,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3b,N0,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4,N0,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4a,N0,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4b,N0,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Ta,N0,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Tis,N0,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T1,N1,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2,N1,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2a,N1,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2b,N1,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3,N1,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3a,N1,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3b,N1,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4,N1,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4a,N1,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4b,N1,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Ta,N1,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Tis,N1,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T1,N2,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2,N2,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2a,N2,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2b,N2,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3,N2,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3a,N2,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3b,N2,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4,N2,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4a,N2,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4b,N2,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Ta,N2,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Tis,N2,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T1,N3,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2,N3,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2a,N3,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2b,N3,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3,N3,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3a,N3,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3b,N3,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4,N3,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4a,N3,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4b,N3,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Ta,N3,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Tis,N3,M1,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T1,N0,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2,N0,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2a,N0,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2b,N0,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3,N0,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3a,N0,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3b,N0,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4,N0,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4a,N0,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4b,N0,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Ta,N0,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Tis,N0,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T1,N1,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2,N1,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2a,N1,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2b,N1,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3,N1,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3a,N1,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3b,N1,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4,N1,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4a,N1,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4b,N1,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Ta,N1,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Tis,N1,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T1,N2,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2,N2,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2a,N2,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2b,N2,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3,N2,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3a,N2,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3b,N2,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4,N2,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4a,N2,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4b,N2,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Ta,N2,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Tis,N2,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T1,N3,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2,N3,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2a,N3,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2b,N3,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3,N3,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3a,N3,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3b,N3,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4,N3,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4a,N3,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4b,N3,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Ta,N3,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Tis,N3,M1a,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T1,N0,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2,N0,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2a,N0,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2b,N0,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3,N0,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3a,N0,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3b,N0,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4,N0,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4a,N0,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4b,N0,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Ta,N0,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Tis,N0,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T1,N1,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2,N1,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2a,N1,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2b,N1,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3,N1,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3a,N1,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3b,N1,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4,N1,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4a,N1,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4b,N1,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Ta,N1,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Tis,N1,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T1,N2,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2,N2,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2a,N2,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T2b,N2,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3,N2,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3a,N2,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T3b,N2,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4,N2,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4a,N2,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,T4b,N2,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Ta,N2,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
UICC7-0323,UICC TNM,7,Urinary bladder,both,carcinoma,Tis,N2,M1b,IV,uicc/UICC_7th edition.pdf,264,Stage grouping,
